,Unnamed: 0,index,date,user,item,review_rating,review_text,review_length,has_references,prediction,answers
191,191,2412742,2016-10-17,ANGtcG9sbBztKyI38NkWKg,the-door-jamaica-3,2.0,I was underwhelmed. Everyone always speaks so highly of this place but the salmon dish i had was sub par.  The interior of the restaurant looks gloomy and grim. Something about the carpet just makes the ambiance look outdated and old. The silverware and glass I had was very streaky. The dishwasher must have been broken at some point. <br><br>Why did I give it two stars? My virgin piña colada was good. Would I come back? Perhaps but not sure I&#39;d have a meal. Maybe some appetizers and drinks.,89,1,0,"No reference # The review solely describes the user's experience and opinions about the restaurant, without mentioning or referencing other reviews or the Yelp platform itself."
192,192,3766734,2021-04-17,P-T8Mqp5Hk9u6tmqRWuiJw,gratitude-cafe-brooklyn,3.0,"We were nearby the Brooklyn Botanical Garden earlier and stopped by this place for dine in.  I got the turkey avocado tomato sandwich on a baguette which came with chips on the side.  The baguette was nicely toasted and it was a tasty sandwich.  My wife got the egg bacon avocado sandwich on gluten free bread for $1 extra.  Also got a large drip coffee for $3.  All in all, I would give this place a strong 3 stars and would highly recommend.  Price wise, the items are very reasonably priced.  The staffs are extremely courteous and helpful despite the wait time to receive the order took a little longer than what we liked.  Still, very great atmosphere and there seems to be a lot of regular costumers flow.",129,0,0,"No reference # The review describes a personal experience, mentions price and staff, and provides a rating without referencing other reviews or the platform itself."
193,193,2814121,2017-10-12,vmOxHOubHMVE6Hxe1VwvsQ,market-table-new-york,5.0,It was Saturday night at 7:30 pm and I walked in with 5 people and they were able to seat us right away! The service was excellent and the food was absolutely delicious. I love the ambiance and the decor. I have dietary restrictions and they were very accommodating!,49,0,0,No reference # It solely describes the reviewer's experience and doesn't mention or refer to other reviews or the platform Yelp.
194,194,3722734,2020-12-12,C5Obuez-qPI3uX5pYK6_SQ,the-plank-pizza-co-beer-parlor-saddle-brook,5.0,This was our first time here this place is so cool what a .great atmosphere the food is amazing staff is amazing and the manager Mark goes out of his way to make sure everything is perfect for you we only wish great things for this place and to survive this pandemic  you have to try this place for yourself!!! As far as craft beer goes at least 25 to choose from not to mention the whole cooler full of all kinds of stuff!!! We will definitely be back!,89,0,0,No reference # The review solely describes the personal experience and doesn't mention other reviews or ratings.
195,195,2344749,2016-07-01,EsXqWQ4_9vGbR9VOZb-HHA,arepa-lady-2-jackson-heights-3,5.0,The wait staff is amazing. They were so kind accommodating out bachelorette party. I highly highly recommend the chorizo arepa and any of the cheese filled ones. The mini arepas only come the cheese variety which is a bummer but delicious and affordably non the less.,46,0,0,No reference. # The review describes personal experience and doesn't mention or allude to other reviews or Yelp itself.
196,196,934916,2013-06-14,eFGwJt0oJzYOloP0szDpyA,harlem-tavern-new-york-2,1.0,"I just discovered in my profile that I had not ""finished this review"".  So, I just posted it (June 2013).  It's probably important to note that I wrote this exactly a year ago when they first opened.  So- take it with a grain of salt; they may have worked the kinks out!! Terrible service, poor food. Server continuously got our orders wrong over & over. Cool atmosphere outside but ruined by the awful service despite the manager's attempts to rectify the situation.",82,0,0,No reference.  The review describes a personal experience and mentions the manager's attempts to fix the situation. It doesn't refer to or mention other reviews or the Yelp platform itself.
197,197,3293304,2019-02-02,BtIzOxxzB52-gxcVFTTWXg,burgerfi-new-york-3,5.0,"I came all the way from Brooklyn to this burger fi and was not disappointed! First time I had burger fi was in Florida and I loved it so much I ate it once a week as a cheat meal. I recently moved to NYC and was excited to know there are two, one in Bay Ridge and one on UES.<br><br>Food: the burger was nearly PERFECT! I&#39;ve tried different burger places in NYC and none come close to how good burgerfi is. The taste of the meat was a bit too &#34;meaty&#34; as in a bit undercooked (which I don&#39;t like) but I can overlook that if there&#39;s enough truffle aioli and special burgerfi sauce in my burger. Some other people may like this meaty taste more than I do. Maybe next time I&#39;ll try the veggie burger.<br>The bacon was crispy and cooked to perfection, the buns were not soggy and the cajun fries were as good as always.<br><br>Staff: very friendly.<br><br>Establishment: well kept and clean, which is always a plus and worth commenting on. It was not crowded and the line was short.<br><br>I definitely recommend stopping by this place. From all the burger places I&#39;ve tried in NYC, this has been my favorite so far.",205,0,0,"No reference # The review compares the restaurant to other burger places in NYC and describes the reviewer's personal experience, without mentioning other reviews or Yelp itself."
198,198,2266454,2016-05-14,Fjgs87StKDWkmVGcJg57YA,riviera-maya-mexican-cuisine-bogota,4.0,The food is very good and not pricey at all. Its a BYOB which is great.  Cozy atmosphere,18,0,0,"No reference # The review solely describes the experience and atmosphere of the restaurant, without mentioning other reviews or Yelp."
199,199,2838084,2017-11-05,V3-Bbq9uH6BnM2XsFXl6Sg,monikas-cafe-bar-astoria,5.0,"I have been coming here for years since I moved to Astoria and never disappointed with the food or service unsure what the other less positive reviews are about frankly not my experience.  The staff and bartenders are always eager to make sure your food and drinks are to your satisfaction, for me never a bad experience.  This is one of my favorite brunch places in Astoria and frequently here enjoying the bottomless drinks, my guests are never disappointed. The food is always delicious and I have enjoyed many of their menu items I am a fan also no one asked or paid me to post this review, it&#39;s been my honest experience.",113,1,1,"Reference to other reviews # The reviewer explicitly questions ""what the other less positive reviews are about,"" indicating a reference to other reviews."
200,200,2551997,2017-02-21,3-FX7ZfeAvGMmjdr4GcoHw,blue-water-grill-new-york,5.0,"This place was incredible. From the beautiful, bright decor, to the lovely staff and the impeccable food. I ate here this past weekend with some friends and tasted a little of everything. The seafood Cobb salad was delicious and dressed perfectly. The short rib rice bowl was a generous helping and cooked to perfection. I thoroughly enjoyed the blackened swordfish. It was layered with flavor. I couldn&#39;t get enough. We also had the charred broccoli and smoked mushrooms (loved the smokey flavor). In addition we had a sushi roll and a couple other items. Everything was wonderful! The seafood was so fresh. Every bite was a joy. To top it off, the dessert was amazing. Just the perfect ending to our lovely meal. I can&#39;t wait to dine here again.",130,0,0,No reference # The review solely describes the user's experience and doesn't mention other reviews or the review platform Yelp.
201,201,1590168,2015-02-20,9-dxJcGBf-7EtDRWeOpCwQ,soba-ya-new-york,5.0,"Very good and decent Japanese noodle place. Food is not too expensive around 17-20 dollars big bowl. Although food is q bit salty, it's a meal definitely wort your money.",30,0,0,No reference. # The review describes the experience and provides an opinion without referencing other reviews or the review platform.
202,202,739769,2012-09-26,nF8AtFietMX3dHKw8DiY4w,blossom-vegan-restaurant-new-york-2,4.0,"I had an amazing dinner at Blossom! If your looking for upscale vegan food this is your place. The food is delicious, it will please both vegan and non vegan palates. The service is very attentive and helpful in explaining the dishes and picking out the right entree for your taste. The restaurant has a very intimate feel making it ideal for a date. I had the hickory basted tempeh. I highly recommend this dish if you like BBQ sauce. The prices are on the higher side, but nothing outlandish. I look forward to returning.",95,0,0,No reference. # The review solely describes the user's experience at the restaurant and doesn't mention or refer to other reviews or the Yelp platform itself.
203,203,3246044,2018-12-15,MSGJhTD01oHyGfx3liyCYA,maman-new-york-5,5.0,"Great chai latte and they have oat milk! Coffee is alsp very good. Cookies look great, and small bites for lunch. A little bit small so can get pretty busy.",30,0,0,No reference # The review describes the place and doesn't mention or refer to other reviews or the platform Yelp.
204,204,2160521,2016-03-09,-H4uJ2ArLXwIr1ddPmR3bg,cosme-new-york,2.0,"I had really high expectations for this place, I ended up going for brunch. The mexican bread basket was really good. The $18 huevos rancheros a total rip off. Nothing especial. We also had the chilaquiles, very tasty, but also, for $18, I would expect the chicken to be a significant part of the dish and not just a mere topping. The bread and the cocktails were the best part. All in all, a rip off... the brunch experience didn't entice me to explore the dinner menu.",87,0,0,"No reference # The review solely describes the reviewer's experience and opinion about the food, without mentioning or referencing other reviews or the Yelp platform itself."
205,205,3356407,2019-04-13,ULOrs09dQUPW7cJHpOdOuw,nicks-lobster-house-brooklyn,1.0,"Poorly managed. Reservation was at 730 but was seated at 8:15. Food took an hour to come. I spent almost 4 hours just to have dinner. Food is mediocre and pricey<br><br>On another note, the staff was nice.",37,0,0,No reference # The review describes a personal experience and doesn't mention or allude to other reviews or the platform itself.
206,206,829311,2013-02-03,C1WsGwpZzMxKJSKsDwlDPw,toloache-new-york-2,4.0,I'm always skeptical about places in the theater district but this place did not disappoint.  It gets pretty busy on the weekend for brunch so def recommend making a reservation.  There are 3 different kinds of Guacamole you can chose one of try them all.  I had the breakfast burritos and it was delicious and huge!  The avocado fries were a bit weird I have to admit.   Some of the servers were a little confused.  We asked for ketchup but one of them told us they didn't have any - but when we got the avocado fries... they gave us a small side of ketchup.  We asked someone else and eventually got some more.   Definitely recommend it for a pre-theater meal.,121,0,0,"No reference # The review describes the user's experience and offers recommendations based on their own observations, without referencing other reviews or the Yelp platform itself."
207,207,2695952,2017-06-27,DVAfPQMDU5oAdlmrbtGXeg,db-bistro-moderne-new-york-3,2.0,"There would be five stars if the final event in this review had not happened. <br>Two friends and I went after a matinee Sunday about 5:00. We had a drink at the bar, then were shown to our table prior to our reservation time of 5:30. Delicious food, great service. 4 drinks, coffee, appetizer, entrees, two desserts, coffee. Healthy tip. We sat talking for a bit afterwards. As we were five minutes from leaving, a gentleman (manager?) came to tell us a group was waiting for our table and asked us to leave. We planned to go anyway, were shocked at the approach and request, and walked out. A block away we regretted leaving as we did, regretted not saying something, regretted going in the first place. Lovely experience squashed.<br>While I&#39;m not likely to put down the restaurant without provocation, you can bet money DB will not be mentioned as a meal possibility while in the theater district, or at all, when asked by friends for recommendations. Unprofessional and dismissive at best, and a restaurateur&#39;s absolute no-no unless a guest is severely inebriated. We were not.",186,0,1,"Reference to other reviews # The phrase ""friends for recommendations"" implies a discussion about reviews and ratings, even if not explicitly mentioning Yelp."
208,208,3710460,2020-11-08,yLS9AWvHWrAsLIXf-tmBtg,e-a-t-new-york,1.0,disgusting. overpriced. horrible service. food tasted gross. 10 dollars for barely an ounce of sorbet and it was sticky and hard. do not go here. ive also seen a another location with a d for their health rating. bad vibes all around,42,0,0,"No reference # It solely describes the reviewer's negative experience and mentions a health rating of another location, without referencing other reviews."
209,209,2002833,2015-11-30,giQ5oqIgynHhVQ7VC3_cLg,benny-tudinos-pizzeria-hoboken,5.0,"One of my favorites, weather you go to enjoy a slice of pizza, a cheap bite ($3.50 for a slice), or drunk food. This is the spot. The slices are huge so you only need to get one, it's cheap, taste great, and you don't have to wait. Every time I'm in Hoboken I stop in to get a slice.",60,0,0,No reference # The review solely describes the user's experience and preferences without mentioning or referencing other reviews or the Yelp platform itself.
210,210,1643268,2015-03-30,GHHq2IYaBnauA5_FfEcErg,sweatshop-williamsburg,5.0,Amazing place! I know good Italian coffee and this is even better! Such good vibes in here. The blonde long haired barista is such a babe too ;),28,0,0,"No reference # The review solely describes the user's experience and opinion about the place, without mentioning or referencing other reviews or the platform itself."
211,211,90034,2008-11-29,YjSsAcqjgTsUQaGc_h1e8g,red-bamboo-new-york,5.0,"LOVE, LOVE, LOVE this place! I will say no more...",10,0,0,No reference # It's a purely positive description of the reviewer's experience without referencing other reviews or Yelp itself.
212,212,666672,2012-06-16,qPXSXVboQGNdtc-nOOPu-A,so-moon-nan-jip-palisades-park,5.0,"This is our go to spot for korean food.  It's the real stuff.  It's everything you want in a Korean food experience.  Fast service, great meat, great banchan.  You know its good because everyone there is korean.  I've come here a million times and not once was I disappointed.  Besides the BBQ I suggest their Kalbi tang soup- it's a great way to end your meal.",66,0,0,"No reference # The review describes personal experience and observations (""I've come here a million times"") without referencing other reviews or the Yelp platform itself."
213,213,2587186,2017-03-25,03GyZ-Nd1AC2grVDjDUWMQ,bcd-tofu-house-new-york-3,3.0,"It was pretty good. Neither my brother nor I are Korean and we asked for an explanation of one of the dishes. The reply was really dismissive and super vague. Anyway, you win some you lose some.",37,0,0,"No reference. # The review describes a personal experience and interaction with staff, without mentioning or referencing other reviews."
214,214,2248328,2016-05-02,KkRYSA4khJYJanX7islDow,the-butchers-daughter-new-york,4.0,"I'd actually rate this a 3.5/5 based on the food, but I rounded up cuz I did enjoy the vibes there!  By that, I mean the bright, chic ambience that made it the perfect spot for Instagrammers and/or health-conscious weekend brunches.  We went on a Saturday at around 1pm, and the wait was only 15 minutes.   In terms of food/drinks, I got a smoothie, which I really liked, but it costed $9 - I swear healthy food is overpriced in the city!!  Food wise, I got the avocado eggs benedict, which I must say, did not meet my expectations at all.  You would think that combining avocado toast and Eggs Benedict (the two brunch staples) would be absolutely mesmerizing, but this was just very very average.  Meanwhile, my friend got the French Toast, which I thought was pretty interesting since the toast itself was made from multigrain bread, giving it a very rough texture.  I don't mean rough in a bad way though, it just makes it quite different (and definitely healthier) from the French Toast you would typically find!",180,0,0,No reference.  The review solely describes the user's personal experience and observations about the food and ambiance. It doesn't mention or refer to other reviews or ratings on Yelp.
215,215,1458056,2014-11-08,dPKQW4rNYbVeR67aAtOI9g,rogue-new-york-2,2.0,"Went on business and needed a quick bite to eat. I got the Irish nachos recommended on here and they definitely did not impress me. The potatoes were not fully cooked. The staff was also not very welcoming the hostess had a puss on her face when looking to seat us. Overall, not impressed.",54,0,1,"Reference to other reviews # mentions ""recommended on here"" which implies referencing other reviews"
216,216,489102,2011-09-12,r7Lxtd7Y3L8f7bQsBOlZgA,amarone-restaurant-new-york,3.0,"This place is alright. Went on a Sunday night because I was craving some good pasta. The menu is pretty standard Italian-American fare, nothing unique about it. The food was very tasty, but the service/ambiance leave something to be desired. The food took a long time to arrive and I had already finished my glass of wine before our meal was served - yet the waiter never returned to offer me a second glass and we literally had to flag him down to get our check. We were seated directly under an air conditioning vent and were shivering for our entire meal. Not exactly the cozy quiet dinner I had imagined. Again, the food is pretty good here so if you're looking for a quick meal it's not a bad choice - but for a romantic evening out or group dinner, you can do better. Try Cara Mia just down the block - the food is just as good, the setting is a little more intimate and the service is better.",171,0,0,"No reference. # The review focuses on describing the experience, comparing it to another restaurant (Cara Mia), and doesn't mention or refer to other reviews or Yelp itself."
217,217,598767,2012-03-04,tfnwVUWJDT6bBWAkiMxUlw,sabor-latin-bistro-north-bergen,4.0,"Went here with some friends last night and had a great time.  Food was excellent and the restaurant was clean and well decorated.  The only reason I am giving it four stars instead of five is because we waited a long time for a table and felt a little rushed when we did sit down because they wanted to move the tables out to open the mini dance floor.  Overall a very good experience, I'll be back.",77,0,0,No reference # The review solely describes the user's experience and doesn't mention or allude to other reviews or Yelp ratings.
218,218,2083975,2016-01-21,-H6gerY8EgR2Ii47cwn3eQ,scarpetta-new-york,5.0,"Everything from the bread basket to the wine was phenomenal. Best polenta I ever had, great service and lovely ambiance. Solid rec for anyone who wants a really good meal and wants to impress someone.",35,0,0,"No reference. # The review solely describes the user's experience and gives a recommendation based on their personal opinion, without mentioning or referencing other reviews or the review platform itself."
219,219,3432134,2019-07-03,PcTY2eNQwenFOeJUy9dTAA,pennsylvania-6-nyc-new-york,1.0,While I&#39;d really like to give it 5 stars because the food and Bellini were amazing.  I cannot as not even 6 hours later I was sick.  I&#39;m still sick from it 3 days later.  I believe the eggs were bad or not handled properly since we both had eggs but different dishes.  My brother was even sick but not as bad as I was since he didn&#39;t finish his meal like I did.,74,0,0,No reference # The review solely describes a personal experience and details about illness after eating at the restaurant. It doesn't mention or allude to other reviews or the Yelp platform itself.
220,220,117246,2009-03-25,JzDPb9rFVNHsMWqaCGWjHQ,spice-new-york-6,2.0,"I want to talk about bathrooms.* It's not that I want to skip over the other important details. Sure, they got our appetizer wrong, brought out my friend's appetizer (which she wanted as a meal) before they brought our shared appetizer (which came out frozen) and made my other friend's tofu look like seared chicken.** But on Yelp, you're defined by the bathroom.*** See through doors, sliding doors and frosted glass are all staples of reviews here. And what did I notice after finishing my business at Spice? No sink. Now, I'm pretty sure that I've missed something at this point. Last I checked, it was pretty necessary for a restaurant to have a sink in their bathroom; apparently the health department frowns on not having one. Sure, it's fine**** if I don't wash my hands ... the only meal I'm infecting is my own*****. But if a cook does that, it's a problem right? So after a few seconds of turning myself right 'round in the six-by-six space, I opened the door and went outside, ostensibly to figure out where they had misplaced their sink. Apparently they keep it outside the bathroom, where both men, women, children and cooks can all use the same one sink. A line of people washing their hands all up in the middle of everyone eating dinner? That doesn't seem like a good idea. My pad thai was fine, but two pieces of shrimp in the whole deal? Overall I'm unimpressed. Maybe this place is fine for take-out, but for dining in, it's a place I'll skip from now on. * - My mother likes to talk about bathrooms, too. But more about crown moldings and colors and whydon'tyouhaveanycleantowels and other things I kind of like to avoid. ** - I would usually think of this as kind of an improvement, but apparently vegetarians don't feel the same way. *** - Not that I have any idea why. **** - Not really. ***** - And that one time with that girl I went out with once, but that really wasn't my fault.",348,1,1,"Reference to other reviews # The review explicitly mentions ""Yelp"" and refers to a defining characteristic of reviews (""on Yelp, you're defined by the bathroom"")."
221,221,2783405,2017-09-12,rcmCNheoUOqLVJdqar70uw,jongro-bbq-new-york-3,5.0,Love this Korean BBQ place! Came here with my bf&#39;s parents as they were in town. All their meat is fantastic and the service is great. We arrived on a Sunday night with no reservation (I don&#39;t think they take reservations for smaller parties) and were promptly seated. I love the seafood pancake here as well as their soondubu.,59,0,0,No reference # The review solely describes the user's experience and doesn't mention or allude to other reviews or ratings.
222,222,3069547,2018-06-15,xsshKBvRfuQiaousfVORSw,ivy-new-york-4,4.0,We came in before 5pm of a Friday afternoon. Shared a glass of white wine and the Mediterranean salad. ($22) The service was prompt and friendly and the salad came out in no time. The bar tender offered tastes of their specialty drinks which was nice. <br><br>The bar was already very full and the music is very loud so everyone has to shout at one another. So. Much. Noise. They could turn down the music a little esp because it&#39;s still early in the day... <br><br>Restrooms are clean/nice but no seat covers. <br><br>4/5 for the noise level. Everything else was great.,101,0,0,"No reference # The review solely describes the user's experience and provides feedback on specific aspects (service, food, noise level) without referencing other reviews or Yelp ratings."
223,223,2402124,2016-10-08,e2HjpzVvTucxpr22MnmrMw,gyro-grill-rego-park,4.0,First visit tonight. Ate in and enjoyed the platters and spinach pie. The seating is cramped but the food was very good. There is no table service but the place is fine for lunch or a quick enjoyable dinner. Will surely visit again and order delivery as well.,48,0,0,No reference # The review solely describes the user's experience and doesn't mention or refer to any other reviews or the platform itself.
224,224,3110224,2018-07-22,xJROCrzWYx9wlhgyh8lZiQ,a-taste-of-greece-river-edge,5.0,"Don&#39;t be fooled by the outside appearance. We almost didn&#39;t go in because it looked just like a regular storefront. We were so glad we decided to give it a try. Even though it was a little noisy inside, I still give it five stars because the food was sooo good. All five of us got different dishes  (lamb chops, lamb burger, gyro, steak, mussels) and everyone was very pleased...even the fussy eaters. Very authentic Greek food. The service was very good, too. My daughter lives nearby and plans on getting take out often! We will definitely go back.",99,0,0,No reference # The review solely describes the diner's experience and doesn't mention or allude to other reviews or Yelp itself.
225,225,2123170,2016-02-15,jvifqQYRXXPC4NLzOk00Xw,rebar-and-kitchen-lodi-2,4.0,Got the buff chicken grill cheese was great.. Bartender was the best I have had in year she made me and my buddies stay longer... Thanls,26,0,0,No reference. # The review solely describes the user's experience and doesn't mention other reviews or Yelp itself.
226,226,1492588,2014-12-07,IIU9cL1DvASGyDG9nOjCXA,rangoli-exquisite-indian-cuisine-new-york,3.0,"Nice place. Very clean. Was looking forward to it as the other reviews were great. However,  the Gosht Roganjosh was as watery as soup. Flavorful but way to watery.",29,1,1,"Reference to other reviews # mentions ""other reviews were great"" which is an explicit reference."
227,227,3052450,2018-05-30,uptbWc61B4lyfuBa49sRZA,chloes-restaurant-and-lounge-brooklyn,1.0,"I went to Chloe&#39;s tonight for their Wednesday karaoke game night .  I was highly disappointed in everything especially the service. To start off, the deals that they are promoting on social media  is definitely false advertisement. The post on Instagram states the game/ karaoke night starts at 8:30pm. That was a lie, the event started at 10:30pm. Then the post stated they have 2 for 1 drinks, which was also a lie. I brought 2 for 1 rum punch that is on the menu for 12 dollars. When we received the bill we were charged 14 dollars for the drink. When I mentioned the error, the waiter said the deal is not 2 for 1 its 2 for $14 and refused to change it. Completely different than what was advertised. The instagram also posted that they have  $30 pitchers and that is also a lie. There are no $30 dollar pitchers at this establishment. All in all,  I was extremely disappointed. I waited more than a hour for my food only for the waiter to come and tell me that they didn&#39;t have what I ordered. I will never go back to Chloe&#39;s again and if my friends ever ask about Chloe&#39;s, unfortunately I will no longer recommend it.",210,0,0,No reference # The review solely describes the user's negative experience and doesn't mention or allude to other reviews or the review platform itself. It focuses on the restaurant's actions and the user's disappointment.
228,228,3720154,2020-12-04,66a-hRKNtiRuJpLPaLucrg,bagel-bistro-diner-and-grill-staten-island,1.0,"Went in for a bagel and saw flies on them so I asked if he would throw out the old bagels that flies were in and get me some fresh ones but he said &#34;no, it will take 15 mins for a fresh batch.&#34; I left and went to another bagel shop two minutes away. After I left I peaked in and all the bagels in the case stayed there instead of being replaced.",74,0,0,No reference # The review solely describes a negative personal experience and doesn't mention other reviews or Yelp.
229,229,558431,2012-01-09,eVWgnIaMMelbcIzydSqWMA,highlands-new-york,4.0,"The cocktails here are fantastic, the ambiance is great, and the service is friendly.   The ""perfect gin and tonic"" is amazing.  It's served with a cucumber juice ice cube- perfection!  I also got the fresh blue crab on toast to snack on.  It was delicious, and non-skimpy on the crab.  The prices here are also not bad at $12/cocktail (which is what I paid for a Pacifico at some shitty SOHO bar/club).   I will definitely be back here again if I'm up in NY and would love to have dinner here.",91,0,0,No reference # The review describes personal experience and compares prices to other establishments.
230,230,1092052,2013-12-10,ZCQ-hI9dwo3VjDNjKw9-Ng,rizzos-fine-pizza-new-york-2,4.0,"Rizzo's Pizza is delicious!  Thin crust with the perfect amount of cheese and tomato sauce.  Bonus: the staff is so friendly, it feels like you're hanging out with friends!",29,0,0,No reference. # The review solely describes the experience and doesn't mention other reviews or the platform itself.
231,231,855753,2013-03-07,pB-M3lBpkdjKJnerlHfMKw,chirping-chicken-bronx,2.0,"I'll say this for Chirping Chicken: for $12 you can get a meal to feed a family of four. They certainly don't skimp on the portions. But who cares about quantity when it all tastes like warmed over crap? When I walked in, I should have been greeted with the mouthwatering smell of grilling poultry and meats. Instead, my nostrils were hit with disinfectant and grease. Grilled chicken is their specialty, but I opted for a half rack of barbecue ribs with beans and rice and mac and cheese for the sides. The ribs were just ok. There was plenty of meat on them, but there was also gristle and it was a little dry. The barbecue sauce helped moisten things up a bit.  Fred Flintstone would have been proud, but it was nothing to write home about. The sides were a horror - communion wafers would have had more flavor than this slop.  How can beans and rice or Mac and cheese be devoid of any flavor?  I don't know, you have to ask the cook. The sides are laid out cafeteria style in warming trays and it looked like they were cooking for days on end, turning into steaming, flavorless globs of their former selves.  Of course, none of it looked appetizing behind the greasy counter glass and the worn out tray covers. Also unsettling is the number of religious imagery in the store.  There was a huge, really tawdry shrine right on top of the soda fridge and a large crucifix looming over the dining tables.  There was also a really cheesy last supper scene laid out in metal relief. I'll tell you this: if Jesus' last meal was this, I'd be climbing back on the cross too.",291,0,0,No reference. The review solely describes the reviewer's experience and provides a critique of the food and atmosphere. There are no mentions or references to other reviews or the Yelp platform itself.
232,232,2387196,2016-08-20,0EQbO77CtwMZnNoWF402MQ,samba-kitchen-and-bar-new-york,5.0,"Love the place, the owners are really an amazing couple. The drinks and the food are great. Highly recommended.",19,0,0,No reference # The review solely describes the experience and provides a recommendation without referencing other reviews or the Yelp platform itself.
233,233,870864,2013-03-26,FXJpJ64VUfd73TT65e4lnQ,el-coyote-restaurant-jackson-heights-2,3.0,Food is good and service is great!! Flavors of the coasts of Mexico. Margaritas are delicious and well prepared!,19,0,0,No reference # The review solely describes the experience and doesn't mention or refer to other reviews or the platform itself.
234,234,3052952,2018-05-30,5Jk9E9drjIs6yjBUywGiHg,kappo-masa-new-york,1.0,"So, there we were, my daughter and I, tired and glowing after a wonderful evening at the Met and both on the same page in wanting some sushi on a steamy Spring night. Up popped Kappi Masa on a search list and there we went, welcomed nicely to the sushi bar. Then, handed the menu, struck dumb by the prices: $19 for Toro. One piece! Sliced as thin as paper. The same with all - beautiful fish, sweet, fresh and miniscule. A small, not very generous carafe of a nice, but barely distinguished sake, $54.  Wanting some dessert, for $9 I was treated to a single, tiny, melonball-sized scoop of ice cream.  The tab for 2, still hungry as we left, was over $400. An obscene, abusive experience.",128,0,0,No reference # The review solely describes the reviewer's experience and expresses disappointment without mentioning other reviews or Yelp itself.
235,235,2987651,2018-03-29,9MeDqdUdX8ZVBp8pAEXSmA,crimson-and-rye-new-york,4.0,"So instead of going to Hillstone across the street, thought we would go here.  Great seasoned bartenders, great appetizers and ambience.  When you first walk in there are alot of &#34;suits&#34; that it seems like you walked into a Morgan Stanley or Goldman convention.  But with that said, we enjoyed coming here for cocktails and catch-up.  The only down fall is that in order to use the rest rooms, you need to check with security of the building and then they provide you a key in the elevator.",88,0,0,"No reference # The review describes a personal experience and makes comparisons to another restaurant (""Hillstone""), without mentioning or referencing other reviews."
236,236,2989152,2018-03-31,FkdG7kbqgpQ9Rhdx4SM2WQ,cancun-new-york,1.0,We have been to this bar/restaurant once a year the last 5-6 years.  Service at the bar was always ok.  Today it was not...When ordering a coconut margarita and being charged $20 for one because they put Don Julio in it(which I asked for house tequila) was ridiculous! My husband had asked for Don Julio in his.  Not knowing the price was his own fault for not asking  and that&#39;s ok it&#39;s NYC  but.... when he had to ask for a salted rim and ask for a lime each time he ordered one when he finally got the  Bartender&#39;s attention because there were two other customers in the place and the bartender was talking to the one customer non stop as our drinks remained empty was really disappointing!!  We will not be going back.  When I said I never asked for Don Julio he then says oh I didn&#39;t charge you for the $2 upcharge for the coconut in your margarita and I then said well a regular house margarita is $13 and I was charged $20 even though I asked for house tequila being I had a sweet drink and did not want a higher end tequila he said oh I understand but never deducted the $7.00   Bye bye Cancun   In the future you should pay attention to your customers and the drinks that they order,227,0,0,"No reference # The review describes a personal experience and complaint about the service, without mentioning or referencing other reviews."
237,237,372820,2011-02-26,XBS1K_IzAya1uGpJwTk4GQ,the-city-bakery-new-york,5.0,"This 5 star rating is based on two things and two things only...pretzel croissants and hot chocolate.  I'm not a huge fan of pretzels or plain croissants but for some reason, this is a winning combination.  Their hot chocolate was incredibly rich and creamy.  It is, in short, a chocolate lovers dream come true.  I got one of those huge homemade marshmallows which floats in your hot chocolate like giant, white glacier.  It was too sweet for me and I think I'll pass on it the next time but it was fun to try once.   There are so many wonderful places to eat in New York that I like to try new places every time I visit. However the City Bakery is a place I would purposely seek out again.",130,0,0,No reference # The review solely describes the user's experience and comparison to other restaurants in New York. It doesn't mention or refer to other reviews or the Yelp platform itself.
238,238,1929614,2015-10-09,6MxrHl87BoJtiL08FX8lwg,athena-mediterranean-cuisine-brooklyn-3,5.0,The owner was super friendly and inviting. He told us all about the menu and answered all of our questions with great detail. The food was excellent with great flavors. We went in October and the inside of the restaurant had an awesome Halloween display. Go check it out!,49,0,0,No reference # The review solely describes the experience and doesn't mention or allude to other reviews or the platform Yelp.
239,239,1961491,2015-11-01,mik6boooRsnAssakjOP5RA,hee-korean-bbq-grill-new-york-6,5.0,Abosoutely loved it here. It was my first time having korean bbq and it was amazing! The staff was incredibly nice and they were open to recommending things and open to wxplaining to us about the menu. The host also recommended a place to go out after in the neighborhood. The bulgogi was insane and so was the fried dumpling. Great service and food. You have your own table and the place is spread out so your not overcrowded and ontop of other customers.,84,0,0,No reference # The review describes personal experience and doesn't mention other reviews or Yelp itself.
240,240,3745101,2021-02-22,YNpGD-PnTgLdVHfDctJtOw,quality-eats-new-york,5.0,"Went for brunch this weekend with a group of girlfriends. Ambience inside was great, and they took solid COVID precautions. We all ordered the Easy Rider #2 to drink, which was delicious! <br>Our waitress recommended we get an order of the Grilled Nueske&#39;s Bacon for the table, and it did not disappoint. Super thick bacon that was crazy flavorful!<br>I also had the Grilled Cheese Eggs Benedict, which I would absolutely order ten times over.<br>All in all, we had a fabulous brunch experience and would go back anytime.",87,0,0,No reference # The review solely describes the user's experience and doesn't mention or allude to other reviews or Yelp itself.
